ID,Original_FR,Conflict,Agent Conflict,Event Conflict,Input Conflict,Operation Conflict,Output Conflict,Restriction Conflict,No conflict
2742,The system shall enforce these access levels when problems are entered via the encounter form.,The system must allow users to change the access levels for problems entered via the encounter form at any time.,0,0,0,0,0,1,0
2743,The system shall ensure that all team members receive necessary information about a patient by using patient lists to tie notifications to teams.,The system shall restrict the ability to view patient lists and their associated notifications to only the patient's assigned Primary Care Physician and the current Charge Nurse.,1,0,0,0,0,0,0
2744,The system shall ensure that all team members receive necessary information about a patient by using patient lists to tie notifications to teams.,The system shall ensure that only the assigned primary care physician receives sensitive patient information by sending critical alerts directly to their private inbox.,0,1,0,0,0,0,0
2745,The system shall ensure that all team members receive necessary information about a patient by using patient lists to tie notifications to teams.,The system shall allow team members to modify the patient lists used for notifications only once after their initial creation.,0,0,0,0,0,1,0
2746,The system shall ensure that some team members receive all information about a patient by using patient lists to tie notifications to teams.,The system shall only send patient information to a team member after they have been explicitly assigned to that patient's case.,0,1,0,0,0,0,0
2747,The system shall ensure that some team members receive all information about a patient by using patient lists to tie notifications to teams.,The system shall ensure that patient lists for team notifications are locked and cannot be modified after their initial creation.,0,0,0,0,0,1,0
2748,The system shall ensure that some team members receive all information about a patient by using patient lists to tie notifications to teams.,"""The system shall restrict access to patient lists and associated notifications exclusively to the patient's assigned primary care physician.""",1,0,0,0,0,0,0
2749,The system shall filter data by,"The system shall process all raw, unfiltered data from the incoming data stream for the real-time analytics dashboard.",0,0,1,0,0,0,0
2750,The system shall filter data by: Venues and Key Events.,The system shall not allow users to filter data by Venues or Key Events.,0,0,0,1,0,0,0
2751,The system shall filter data by: Venues and Key Events.,The system shall import and process all available event data without any user-defined filters when generating the Key Events summary report.,0,0,1,0,0,0,0
2752,The system shall generate an audit report based on the available recycled parts and the collision estimate.,"When the system generates an audit report, the report shall exclude all details pertaining to the available recycled parts.",0,0,0,0,1,0,0
2753,The system shall generate an audit report based on the available recycled parts and the collision estimate.,The system shall allow users to generate an audit report based on the available recycled parts and the collision estimate only once.,0,0,0,0,0,1,0
2754,The system shall generate an audit report based on the available recycled parts and the collision estimate.,"If the audit report is selected, the system shall generate the report exclusively from the archived parts database and the current labor rate schedule.",0,0,1,0,0,0,0
2755,The system shall generate an audit report based on the available recycled parts and the collision estimate.,"If the audit report is selected, the system shall generate the report based solely on the collision estimate data from the current repair order, ignoring any recycled parts availability.",0,0,1,0,0,0,0
2756,The system shall generate an audit report based on the available recycled parts and the collision estimate.,"When the system generates an audit report based on the available recycled parts and the collision estimate, the system shall display the report in a monochrome format.",0,0,0,0,0,0,1
2757,The system shall generate an audit report based on the available recycled parts and the collision estimate.,"When the system generates an audit report based on the available recycled parts and the collision estimate, the system shall display all entries in a uniform, non-highlighted grey colour.",0,0,0,0,0,0,1
2758,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,The System shall require manual review and approval before generating any Inventory Quantity Adjustment document.,0,0,0,1,0,0,0
2759,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,The System shall prevent users from modifying the automatically generated Inventory Quantity Adjustment document once it has been created.,0,0,0,0,0,1,0
2760,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,"If the manual stock count sheet is selected, the System shall generate the Inventory Quantity Adjustment document using the manually entered physical count data and override any automated calculations.",0,0,1,0,0,0,0
2761,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,"If the manual stock count sheet is selected, the System shall generate the Inventory Quantity Adjustment document based on the physical count data entered by warehouse personnel.",0,0,1,0,0,0,0
2762,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,"""The System shall generate Inventory Quantity Adjustment document based on current stock levels and pending purchase orders.""",0,0,1,0,0,0,0
2763,The system shall give the mediator privileges to schedule location and equipment resources.,The system shall allow department administrators to exclusively manage the scheduling of all location and equipment resources.,1,0,0,0,0,0,0
2764,The system shall give the user an opportunity for the user to choose the selection of doughnut provided.,The system shall restrict doughnut selection to administrative users who possess the BAKER or MANAGER system roles.,1,0,0,0,0,0,0
2765,The system shall have a MDI form that allows for the viewing of the graph and the data table.,"When the data in the table is modified by the user, the MDI form shall automatically refresh the graph to reflect the updated data.",0,1,0,0,0,0,0
2766,The system shall have a MDI form that allows for the viewing of the graph and the data table.,"The MDI form shall refresh the graph within 3 seconds of table modification, and only one refresh is allowed per modification.",0,1,0,0,0,1,0
2767,The system shall have a MDI form that allows for the viewing of the graph and the data table.,The MDI form shall prevent users from simultaneously viewing the graph and the data table.,0,0,0,1,0,0,0
2768,The system shall have a MDI form that allows for the viewing of the graph and the data table.,"The MDI form shall allow for the viewing of either the graph or the data table, but not both simultaneously.",0,0,0,0,0,1,0
2769,The system shall have a MDI form that allows for the viewing of the graph and the data table.,"If the graph and data table view is selected, the system shall query only the live data stream, ignore all historical data points, and render the visualization in real-time.",0,0,1,0,0,0,0
2770,The system shall have a MDI form that allows for the viewing of the graph and the data table.,The MDI form for viewing the graph and the data table shall display all data series and table entries in a monochrome greyscale colour scheme.,0,0,0,0,0,0,1
2771,The system shall have a MDI form that allows for the viewing of the graph and the data table.,The MDI form for viewing the graph and the data table shall display all data in monochrome to ensure print-friendly output.,0,0,0,0,0,0,1
2772,The system shall have a option to release unsigned orders to services,The system shall require all orders to be signed before they can be released to services.,0,1,0,0,0,0,0
2773,The system shall have pre-defined progress note templates.,"""The system shall prevent users from modifying any pre-defined progress note template.""",0,0,0,0,1,1,0
2774,"The system shall have the capability to capture and store risk, social and medical factors; including, but not limited to the following: Tobacco use and history including number of years and packs per day (PPD), Alcohol use history, Drug use history, Occupational environment, Marital status, Occupation, Religious preference, Ethnicity, Healthcare surrogate with alert, Guardian/legal representative with alert.","The system shall restrict the ability to modify or update a patient's captured risk, social, and medical factors after the initial data entry has been completed.",0,0,0,0,0,1,0
2775,"The system shall have the capability to capture and store risk, social and medical factors; including, but not limited to the following: Tobacco use and history including number of years and packs per day (PPD), Alcohol use history, Drug use history, Occupational environment, Marital status, Occupation, Religious preference, Ethnicity, Healthcare surrogate with alert, Guardian/legal representative with alert.","The system shall only be capable of capturing and storing risk, social, and medical factors after a healthcare surrogate or guardian/legal representative has been formally designated.",0,1,0,0,0,0,0
2776,"The system shall have the capability to capture and store risk, social and medical factors; including, but not limited to the following: Tobacco use and history including number of years and packs per day (PPD), Alcohol use history, Drug use history, Occupational environment, Marital status, Occupation, Religious preference, Ethnicity, Healthcare surrogate with alert, Guardian/legal representative with alert.","If the social history report is selected, the system shall generate the report using only the patient's current tobacco use status and shall not include any historical data such as number of years or packs per day.",0,0,1,0,0,0,0
2777,"The system shall have the capability to capture and store risk, social, and medical factors for each new patient.",The system shall prevent the capture of any patient factors until the patient's identity has been fully verified and registered.,0,1,0,0,0,0,0
2778,"The system shall have the capability to capture and store risk, social, and medical factors for each new patient.","If the patient intake form is submitted, the system shall proceed with the patient registration process using only the mandatory identification and contact information fields.",0,0,1,0,0,0,0
2779,The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall prevent users from modifying the user class hierarchy after its initial creation.,0,0,0,0,0,1,0
2780,The system shall impose no limitation on the depth or specificity of the User Class hierarchy which a site may choose to develop.,The system shall limit the User Class hierarchy to a maximum depth of 3 levels.,0,1,0,0,0,0,0
2781,The system shall impose no limitation on the depth or specificity of the User Class hierarchy which a site may choose to develop.,The system shall limit the depth of the User Class hierarchy to a maximum of five nested levels.,0,0,0,0,1,1,0
2782,The system shall improve accessibility of online clinical information and results.,The system shall restrict access to online clinical information and results until a patient's identity has been verified by a healthcare provider.,0,1,0,0,0,0,0
2783,The system shall improve accessibility of online clinical information and results.,"The system shall restrict access to online clinical information and results to a predefined, unchangeable set of user roles.",0,0,0,0,0,1,0
2784,The system shall improve efficiency of entering orders by atleast 20 percent.,The system shall validate each order for compliance with all current business rules before it can be entered.,0,1,0,0,0,0,0
2785,The system shall improve efficiency of entering orders by atleast 20 percent.,"""The system shall require a mandatory two-step verification for all order entries.""",0,0,0,1,0,0,0
2786,The system shall improve efficiency of entering orders.,The system shall prevent the entry of any new orders until all pending orders from the previous cycle have been fully processed and verified.,0,1,0,0,0,0,0
2787,The system shall improve efficiency of entering orders.,"""The system shall require multi-level authorization for the entry of every order.""",0,0,0,1,0,0,0
2788,The system shall include a graphing feature to allow users to view lab test results and vital signs in a graph.,The system shall display the lab test results and vital signs in a graph only after the user has completed and saved the daily health journal entry.,0,1,0,0,0,0,0
2789,The system shall include a graphing feature to allow users to view lab test results and vital signs in a graph.,"The system shall display all lab test result and vital sign data points on the graph in a uniform, neutral grey colour to prevent data misinterpretation based on colour.",0,0,0,0,0,0,1
2790,"The system shall include a report construction feature so each site can individually run related to patient data including: Health Summary, Vitals Cumulative, Nutritional Assessment, Daily Order Summary and Order Summary for a Date Range reports.","When all required patient reports for a site have been generated and verified by an administrator, the system shall lock the report construction feature for that site until the next quarterly data review cycle is initiated.",0,1,0,0,0,0,0
2791,"The system shall include a report construction feature so each site can individually run related to patient data including: Health Summary, Vitals Cumulative, Nutritional Assessment, Daily Order Summary and Order Summary for a Date Range reports.",The system shall not allow individual sites to run reports locally; all report generation must be initiated and processed by a central administrative node.,0,0,0,1,0,0,0
2792,The system shall include capabilities for ordering laboratory tests and reviewing results.,The system shall prevent the ordering of new laboratory tests until all results from prior orders have been reviewed and acknowledged.,0,1,0,0,0,0,0
2793,The system shall include capabilities for ordering laboratory tests and reviewing results.,"If the laboratory test report is selected, the system shall query all test orders and results from the clinical database, sort the data by patient identifier, and generate the fixed-format PDF report file.",0,0,1,0,0,0,0
2794,"The system shall include clinical reminders to provide relevant information to providers, at the point of care, for improving patient care.",The system shall suppress all clinical reminders during active patient encounters to maintain provider focus on immediate clinical tasks.,0,1,0,0,0,0,0
2795,The system shall include non-Standard Laboratory and Medication orderable files.,The system shall provide users with the ability to modify the non-Standard Laboratory and Medication orderable files only once.,0,0,0,0,0,1,0
2796,The system shall include non-Standard Laboratory and Medication orderable files.,"""When the non-standard laboratory and medication orderable files are loaded into the system, the product shall lock the order entry function for all users.""",0,1,0,0,0,0,0
2797,The system shall include non-Standard Laboratory and Medication orderable files.,"""The system shall only process orderable files from the Standard Laboratory and Medication master lists.""",0,0,1,0,0,0,0
2798,The system shall include non-Standard Laboratory and Medication orderable files.,"""The system shall not allow users to modify the non-Standard Laboratory and Medication orderable files.""",0,0,0,1,0,0,0
2799,The system shall include Standard Laboratory and Medication orderable files.,The system shall only load the Standard Laboratory orderable file upon user initiation of the laboratory ordering module.,0,1,0,0,0,0,0
2800,The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,"The system shall only process a prescription after a digital signature has been applied, locking the order from further edits.",0,1,0,0,0,0,0
2801,The system shall indicate that a record is sensitive and may only be viewed by authorized users only if the user is not authorized.,The system shall indicate that a record is sensitive and may only be viewed by authorized users immediately upon the record being created.,0,1,0,0,0,0,0
2802,The system shall indicate that a record is sensitive and may only be viewed by authorized users only if the user is not authorized.,"""The system shall grant any user with a valid network login the ability to view a full patient record, including those marked as sensitive, for the purpose of providing timely care.""",1,0,0,0,0,0,0
2803,The system shall indicate that the record is sensitive and may only be viewed by authorized users.,The system shall display the full record details to any user who has successfully logged in.,0,1,0,0,0,0,0
2804,The system shall integrate all components of the patient record to provide comprehensive and intelligent clinical information access and reporting.,The system shall retrieve and process patient records exclusively from the laboratory information system to generate all clinical reports.,0,0,1,0,0,0,0
2805,The system shall integrate all components of the patient record to provide comprehensive and intelligent clinical information access and reporting.,"""The system shall prevent the integration of any patient record component until a full clinical review and authorization is complete.""",0,1,0,0,0,0,0
2806,The system shall integrate all components of the patient record to provide comprehensive and intelligent clinical information access and reporting.,"""The system shall display all patient record components in grayscale to ensure uniform visual accessibility and prevent colour-based misinterpretation of clinical data.""",0,0,0,0,0,0,1
2807,"The system shall integrate orders with progress notes, results, procedures, diagnosis, and Problem List.","When the user initiates an order in the system, the product shall restrict its integration to only the Problem List and diagnosis.",0,1,0,0,0,0,0
2808,"The system shall integrate orders with progress notes, results, procedures, diagnosis, and Problem List.","""The system shall process orders, progress notes, results, procedures, diagnosis, and Problem List items only when a valid patient identifier is provided as the primary input key.""",0,0,1,0,0,0,0
2809,The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,"When the event synchronization report is generated, the system shall query only the master event database, sort the results by the event ID, and export the data to a fixed-width text file.",0,0,1,0,0,0,0
2810,The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,"When an Event is linked back to the Sync Matrix 1.0 application for modifications, the system shall highlight the Event entry in green, and when linked to the Exercise Management Tool 1.0, it shall be highlighted in blue.",0,0,0,0,1,0,0
2811,The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,"The system shall prevent users from manually linking Events back to the Sync Matrix 1.0 or the Exercise Management Tool 1.0 applications, enforcing that all modifications are performed exclusively within the current system.",0,0,0,1,0,0,0
2812,The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,"When an Event is linked back to the Sync Matrix 1.0 application for modifications, the system shall display such an Event in green.",0,0,0,0,0,0,1
2813,The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,"When an Event is linked back to the Sync Matrix 1.0 application for modification, the system shall highlight the Event in green.",0,0,0,0,0,0,1
2814,The system shall locate the preferred repair facility with the highest ratings for the input criteria,"When a user selects a preferred repair facility with the highest ratings, and the availability of that facility is subsequently updated to unavailable, the system shall indicate such a change by greying out the facility's entry in the list.",0,1,0,0,0,0,0
2815,The system shall locate the preferred repair facility with the highest ratings for the input criteria,The system shall locate the preferred repair facility using only the proximity to the user's current location as the input criteria.,0,0,1,0,0,0,0
2816,The system shall locate the preferred repair facility with the highest ratings for the input criteria,"The system shall grey out the facility entry within 2 seconds of availability update, and the greying action shall occur only once per facility.",0,1,0,0,0,1,0
2817,The system shall locate the preferred repair facility with the highest ratings for the input criteria,The system shall allow users to locate the preferred repair facility with the highest ratings for the input criteria only once.,0,0,0,0,0,1,0
2818,The system shall locate the preferred repair facility with the highest ratings for the input criteria,The system shall allow users to locate only the preferred repair facility with the highest ratings for the input criteria once per session.,0,0,0,0,0,1,0
2819,The system shall locate the preferred repair facility with the highest ratings for the input criteria,"""The system shall display the three highest-rated preferred repair facilities for the input criteria in alphabetical order.""",0,0,0,0,1,0,0
2820,The system shall locate the preferred repair facility with the highest ratings for the input criteria,"""The system shall display all located repair facilities in a uniform, non-distinct colour regardless of their rating for the input criteria.""",0,0,0,0,0,0,1
2821,The system shall maintain customer email information as a required part of customer profile.,The system must provide users with the ability to enter the customer email information for a new customer profile only once.,0,0,0,0,0,1,0
2822,The system shall maintain customer email information as a required part of customer profile.,"""The system shall allow a customer profile to be created and saved with only a first name, last name, and phone number.""",0,0,1,0,0,0,0
2823,The system shall make the traditional order entry processes more practical.,The system shall initiate the order entry process only after manual verification of all customer credentials.,0,1,0,0,0,0,0
2824,The system shall mimic traditional order entry processes where necessary to accommodate established clinical practices.,"The system shall enforce a uniform, streamlined order entry process to ensure consistency and reduce clinical practice variation.",0,0,0,1,0,0,0
2825,The system shall not allow mandatory notifications to be disabled.,The system shall allow users to disable mandatory notifications on a per-project basis.,0,0,0,1,0,0,0
2826,The system shall not allow mandatory notifications to be disabled.,The system must provide users with the ability to configure the delivery method for all mandatory notifications.,0,0,0,0,0,1,0
2827,The system shall not allow mandatory notifications to be disabled.,"""The system shall allow users to dismiss mandatory notifications after a 10-second display period.""",0,1,0,0,0,0,0
2828,The system shall not allow user classes to be used across VistaA to replace and/or complement security keys.,The system shall allow user classes from VistaA to be used across all modules to replace and/or complement security keys.,0,1,0,0,0,0,0
2829,The system shall not allow user classes to be used across VistaA to replace and/or complement security keys.,"""The system shall allow user classes from VistaB to be used across VistaA to replace and/or complement security keys.""",0,0,1,0,0,0,0
2830,The system shall not release orders to services or activated until they are signed if they require a signature.,"The system shall release orders to services immediately upon entry, regardless of signature status.",0,1,0,0,0,0,0
2831,The system shall not release orders to services or activated until they are signed if they require a signature.,"The system shall automatically release orders to services upon creation, regardless of signature requirements.",0,0,0,1,0,0,0
2832,The system shall not require a signature for an order if the order is designated as "signed on chart" or a generic order that does not require a signature.,"The system shall require a signature for all orders, including those designated as ""signed on chart"" and generic orders.",0,1,0,0,0,0,0
2833,The system shall not require a signature for an order if the order is designated as "signed on chart" or a generic order that does not require a signature.,"The system shall require a signature for all orders, including those designated as ""signed on chart"" or generic orders.",0,0,0,1,0,0,0
2834,The system shall notify the realtor when a seller or buyer responds to an appointment request,"When the status of an appointment request response from a seller or buyer is ""received"", the system shall display such a response in grey.",0,0,0,0,1,0,0
2835,The system shall notify the realtor when a seller or buyer responds to an appointment request,The system shall close the request within 1 hour after the 24-hour timeout and ensure closure occurs only once per request.,0,1,0,0,0,1,0
2836,The system shall notify the realtor when a seller or buyer responds to an appointment request,"If the seller or buyer does not respond to an appointment request within 24 hours, the system shall recognize this condition as a non-response and close the request.",0,1,0,0,0,0,0
2837,The system shall notify the realtor when a seller or buyer responds to an appointment request,"If the appointment response notification is selected, the system shall require the realtor to manually input the response details from a physical logbook before sending any notification.",0,0,1,0,0,0,0
2838,The system shall notify the realtor when a seller or buyer responds to an appointment request,"When the status of an appointment request response from a seller or buyer is ""received"", the system shall colour such a request in green.",0,0,0,0,0,0,1
2839,The system shall notify the use about the financing request.,"""The system shall restrict the notification of the financing request exclusively to users with the FINANCE_ADMIN or FINANCE_OFFICER role.""",1,0,0,0,0,0,0
2840,The system shall notify the user when no matching product is found on the search.,"When a user's search query does not yield any matching products, the system shall display the results page without any form of notification.",0,0,0,0,1,0,0
2841,The system shall offer a display of all the Events in the exercise.,The system shall display only Events that have a status of "active" in the exercise.,0,0,0,0,1,0,0
2842,The system shall offer a display of all the Events in the exercise.,"""The system shall display all Events in the exercise using a monochrome grayscale colour scheme.""",0,0,0,0,0,0,1
2843,The system shall offer the ability to pause and resume the refresh of data.,The system shall prevent the user from pausing the data refresh operation once it has been initiated.,0,0,0,1,0,0,0
2844,The system shall offer the ability to pause and resume the refresh of data.,The system shall allow users to pause and resume the refresh of data only once during any active session.,0,0,0,0,0,1,0
2845,The system shall only allow clinical users to have full access privileges to all problem list options.,"When a clinical user's access level is set to ""trainee,"" the product shall restrict their privileges to read-only access for all problem list options.",0,1,0,0,0,0,0
2846,The system shall only allow clinical users to have full access privileges to all problem list options.,The system shall grant full access privileges to all problem list options to any user assigned the role of 'Clinical Data Manager'.,1,0,0,0,0,0,0
2847,The system shall only allow clinicians to create patient lists for who can sign or cosign for each other.,The system shall only allow clinicians to modify patient lists for who can sign or cosign for each other once.,0,0,0,0,0,1,0
2848,The system shall only allow clinicians to create patient lists for who can sign or cosign for each other.,The system shall automatically generate and assign patient lists for signatory permissions based on organizational roles.,0,0,0,1,0,0,0
2849,The system shall only allow clinicians to create patient lists for who can sign or cosign for each other.,"The system shall allow any user with the CLINICAL_STAFF role to create and manage patient lists for any clinician, regardless of sign or cosign relationships.",1,0,0,0,0,0,0
2850,The system shall only allow clinicians to create patient lists for who can sign or cosign for each other.,The system shall allow any clinician to create a patient list without requiring pre-defined signer or cosigner permissions.,0,1,0,0,0,0,0
2851,The system shall only auto-select(highlights in blue and places that entry in the field) a patient name if the user types enough characters to uniquely identify a name in the list.,The system shall auto-select a patient name as soon as the user begins typing any character.,0,1,0,0,0,0,0
2852,The system shall only auto-select(highlights in blue and places that entry in the field) a patient name if the user types enough characters to uniquely identify a name in the list.,"""The system shall only auto-select a patient name if the user types the full, exact name as it appears in the list.""",0,0,0,0,0,1,0
2853,"The system shall only check ICD code validity as of a specified date when codes are entered, when a new code set is implemented, and whenever CACs or IRM personnel choose to run the option.",The system shall check ICD code validity as of a specified date only during the quarterly compliance audit cycle.,0,1,0,0,0,0,0
2854,The system shall only delete history of recieved immunizations unless user specifies,The system shall provide users with the option to preserve the complete history of all immunizations by default.,0,0,0,1,0,0,0
2855,The system shall only delete history of recieved immunizations unless user specifies,The system shall provide users with the option to preserve history of received immunizations by default.,0,0,0,1,0,0,0
2856,The system shall only delete history of recieved immunizations unless user specifies,The system shall only delete history of received immunizations when the user logs out unless the user specifies otherwise.,0,1,0,0,0,0,0
2857,The system shall only delete history of recieved immunizations unless user specifies,The system shall only delete history of received immunizations after a 24-hour confirmation period unless user specifies.,0,0,0,0,0,1,0
2858,The system shall only delete history of recieved immunizations unless user specifies,"If the immunization history report is selected, the system shall retrieve all immunization records from the patient database, including those previously marked for deletion, sort them by administration date, and generate the compliance report file.",0,0,1,0,0,0,0
2859,The system shall only display notifications for a user's patients or notifications that have been forwarded.,The system shall display all notifications in a user's department as soon as they are generated.,0,1,0,0,0,0,0
2860,The system shall only display notifications for a user's patients or notifications that have been forwarded.,"If the global notification view is selected, the system shall display all notifications from the notification database, sort them by priority and timestamp, and present them in the unified dashboard.",0,0,1,0,0,0,0
2861,The system shall only display notifications for a user's patients or notifications that have been forwarded.,"""The system shall allow any user with the ADMIN role to view and manage all notifications across the entire system, regardless of patient assignment or forwarding status.""",1,0,0,0,0,0,0
2862,The system shall only require a user to review and sign changed if a user has just entered orders or documents that are unsigned.,"The system shall require a Clinical Department Head to review and sign all orders and documents, regardless of whether they are new or have been previously signed by another user.",1,0,0,0,0,0,0
2863,The system shall only require a user to review and sign changed if a user has just entered orders or documents that are unsigned.,The system shall always require a user to review and sign during the finalization step of any session.,0,1,0,0,0,0,0
2864,The system shall optionally allow user to print the invoice.,"When the status of an invoice is ""draft"", the system shall disable the print function for that invoice.",0,0,0,0,1,1,0
2865,The system shall permit only cafeteria staff members who are on the list of authorized Menu Managers to create or edit menus.,The system shall allow any user with an active account in the Human Resources database to create or edit menus.,1,0,0,0,0,0,0
2866,The system shall permit only cafeteria staff members who are on the list of authorized Menu Managers to create or edit menus.,The system must allow any cafeteria staff member to create or edit menus only once.,0,0,0,0,0,1,0
2867,The system shall provide a history report of changes made to the Activity or Event data,"When the history report is generated, the system shall use only the most recent 30 days of Activity and Event data to create the summary report file.",0,0,1,0,0,0,0
2868,The system shall provide a history report of changes made to the Activity or Event data,"When generating a history report of changes made to Activity or Event data, the system shall display all change entries in a uniform, monochrome format.",0,0,0,0,0,0,1
2869,"The system shall provide a means to view patient demographics, allergies and adverse reactions, postings (cautions, warnings, allergies, and advance directives), clinical reminders, current medications, problems, appointments, etc.",The system shall prevent the viewing of patient clinical reminders until all required fields in the patient demographics section have been completed and saved.,0,1,0,0,0,0,0
2870,"The system shall provide a means to view patient demographics, allergies and adverse reactions, postings (cautions, warnings, allergies, and advance directives), clinical reminders, current medications, problems, appointments, etc.","If the patient summary view is requested, the system shall retrieve all available clinical data from the central patient record, compile it into a single comprehensive dataset, and generate the consolidated summary file.",0,0,1,0,0,0,0
2871,"The system shall provide a method for identifying who is AUTHORIZED to do something (for example, sign and order).","The system shall restrict the assignment of authorization roles for a specific action to a single, initial configuration.",0,0,0,0,0,1,0
2872,The system shall provide a platform for building interfaces to external lab services enabling automated order entry and results reporting.,The system shall restrict all order entry and results reporting functions until an external lab service has been manually validated and enabled by an administrator.,0,1,0,0,0,0,0
2873,The system shall provide a platform for building interfaces to external lab services enabling automated order entry and results reporting.,"The system shall provide a platform for building interfaces to external lab services that operate exclusively with pre-configured, non-modifiable order and reporting templates.",0,0,0,1,0,0,0
2874,The system shall provide a platform for building interfaces to external lab services enabling automated order entry and results reporting.,"""The system shall restrict access to lab service interfaces and order entry functions to users with the specific LAB_TECH key, excluding all other clinical user roles.""",1,0,0,0,0,0,0
2875,The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,The system shall restrict the user from modifying the selected specifications for an order after the initial selection has been confirmed.,0,0,0,0,0,1,0
2876,The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,The system shall only allow the user to select specifications for an order after all order items have been added to the cart.,0,1,0,0,0,0,0
2877,The system shall provide a way to limit the users or sites that have access to remote retrievable data.,The system shall not restrict access to remote retrievable data until a user has successfully completed a multi-factor authentication challenge.,0,1,0,0,0,0,0
2878,The system shall provide a way to limit the users or sites that have access to remote retrievable data.,"""The system shall grant universal read-only access to all de-identified patient data for any user authenticated through the enterprise directory.""",1,0,0,0,0,0,0
2879,The system shall provide an open source integration platform to build interfaces to Billing/Practice Management systems.,The system shall provide an open source integration platform to build interfaces to Billing/Practice Management systems only once during the initial system setup.,0,0,0,0,0,1,0
2880,The system shall provide an open source integration platform to build interfaces to Billing/Practice Management systems.,The system shall only initiate the open source integration platform after a proprietary Billing/Practice Management system interface has been fully certified.,0,1,0,0,0,0,0
2881,The system shall provide an option to so a user can quickly set up orders for frequently placed orders.,The system shall restrict a user from modifying a saved quick-order template once it has been created.,0,0,0,0,0,1,0
2882,The system shall provide an option to withdraw money.,The system shall provide an option to withdraw money only once per calendar month.,0,0,0,0,0,1,0
2883,The system shall provide an option to withdraw money.,"If the withdrawal transaction option is selected, the system shall require the user to provide a valid government-issued photo ID for verification before proceeding.",0,0,1,0,0,0,0
2884,"The system shall provide background checks on duplicate orders, drug-drug interactions, and many other criteria that a user can choose.","If the duplicate order check is selected, the system shall require the user to manually enter all order details for verification, including drug name, dosage, and patient identifier, before any background check can be performed.",0,0,1,0,0,0,0
2885,The system shall provide browsing options to see product details.,"If the product overview report is selected, the system shall retrieve only the product SKU and category from the product database, generate a summary-level CSV file, and bypass the individual product detail retrieval process.",0,0,1,0,0,0,0
2886,The system shall provide charts for the Activity or Event actual versus assumed time.,"When the status of an Activity or Event is ""completed"", the system shall display its actual versus assumed time chart in greyscale.",0,0,0,0,1,0,0
2887,The system shall provide charts for the Activity or Event actual versus assumed time.,"When the actual time for an Activity or Event exceeds the assumed time, the system shall display the variance in a neutral color to avoid drawing excessive attention.",0,0,0,0,1,0,0
2888,The system shall provide charts for the Activity or Event actual versus assumed time.,"When an Activity or Event has an actual time that exceeds the assumed time, the system shall display the corresponding chart segment in green.",0,0,0,0,1,0,0
2889,The system shall provide charts for the Activity or Event actual versus assumed time.,"If the operational history report is selected, the system shall generate the report using only the assumed time values from the event planning database.",0,0,1,0,0,0,0
2890,The system shall provide charts for the Activity or Event actual versus assumed time.,"If the historical performance dashboard is selected, the system shall retrieve all activity and event data exclusively from the operational log files, parse the timestamps, and generate the visualization.",0,0,1,0,0,0,0
2891,The system shall provide OB/GYN progress note templates based on the IHS progress note templates.,The system shall provide OB/GYN progress note templates based on the IHS templates only after the patient's pregnancy has been confirmed by a clinician.,0,1,0,0,0,0,0
2892,The system shall provide OB/GYN progress note templates based on the IHS progress note templates.,The system shall not allow users to modify the OB/GYN progress note templates based on the IHS templates once they have been created.,0,0,0,0,0,1,0
2893,The system shall provide OB/GYN progress note templates based on the IHS progress note templates.,"If the IHS progress note template is selected, the system shall generate a blank, unstructured note to allow for free-text entry by the clinician.",0,0,1,0,0,0,0
2894,"The system shall provide order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.","The system shall begin the order entry process with the expert support capabilities disabled, activating them only after three consecutive orders have been entered without manual modification.",0,1,0,0,0,0,0
2895,The system shall provide shopping cart during online purchase.,The system shall provide users with the ability to modify the contents of the shopping cart during an online purchase only once.,0,0,0,0,0,1,0
2896,The system shall provide shopping cart during online purchase.,"When the status of an online shopping cart is ""active with unpurchased items"", the system shall colour the cart icon in grey.",0,0,0,0,0,0,1
2897,The system shall provide the following pediatric functionality including: Pediatric progress note templates based on the Indian Health Services (IHS) progress note templates and American Academy of Pediatric Bright Futures templates.,The system shall not allow any modification to the pediatric progress note templates based on the Indian Health Services (IHS) or American Academy of Pediatric Bright Futures templates.,0,0,0,0,0,1,0
